Bestellnummer,Aktivitaet,Timestamp,Station
ORD-10220,Wareneingang im LVS,2025-10-29 10:33:50,Server
ORD-10220,Kommissionierung gestartet,2025-10-30 23:33:50,Lagerhalle A
ORD-10220,Kommissionierung beendet,2025-10-30 23:53:50,Lagerhalle A
ORD-10220,Verpacken und Labeldruck,2025-10-31 01:27:50,Packtisch 3
ORD-10220,Versandübergabe,2025-10-31 02:27:50,Rampe 1
ORD-10221,Wareneingang im LVS,2025-09-26 08:59:44,Server
ORD-10221,Kommissionierung gestartet,2025-09-27 17:59:44,Lagerhalle A
ORD-10221,Kommissionierung beendet,2025-09-27 18:28:44,Lagerhalle A
ORD-10221,Verpacken und Labeldruck,2025-09-27 18:41:44,Packtisch 3
ORD-10221,Versandübergabe,2025-09-27 20:41:44,Rampe 1
ORD-10222,Wareneingang im LVS,2025-09-29 09:34:46,Server
ORD-10222,Kommissionierung gestartet,2025-10-01 07:34:46,Lagerhalle A
ORD-10222,Kommissionierung beendet,2025-10-01 08:04:46,Lagerhalle A
ORD-10222,Verpacken und Labeldruck,2025-10-01 09:58:46,Packtisch 3
ORD-10222,Versandübergabe,2025-10-01 10:58:46,Rampe 1
ORD-10223,Wareneingang im LVS,2025-10-21 17:44:58,Server
ORD-10223,Kommissionierung gestartet,2025-10-23 13:44:58,Lagerhalle A
ORD-10223,Kommissionierung beendet,2025-10-23 14:02:58,Lagerhalle A
ORD-10223,Verpacken und Labeldruck,2025-10-23 14:53:58,Packtisch 3
ORD-10223,Versandübergabe,2025-10-23 17:53:58,Rampe 1
ORD-10224,Wareneingang im LVS,2025-09-09 12:48:06,Server
ORD-10224,Kommissionierung gestartet,2025-09-09 18:48:06,Lagerhalle A
ORD-10224,Kommissionierung beendet,2025-09-09 19:12:06,Lagerhalle A
ORD-10224,Verpacken und Labeldruck,2025-09-09 19:44:06,Packtisch 3
ORD-10224,Versandübergabe,2025-09-09 23:44:06,Rampe 1
ORD-10225,Wareneingang im LVS,2025-10-05 10:03:41,Server
ORD-10225,Kommissionierung gestartet,2025-10-06 11:03:41,Lagerhalle A
ORD-10225,Kommissionierung beendet,2025-10-06 11:46:41,Lagerhalle A
ORD-10225,Verpacken und Labeldruck,2025-10-06 12:29:41,Packtisch 3
ORD-10225,Versandübergabe,2025-10-06 14:29:41,Rampe 1
ORD-10226,Wareneingang im LVS,2025-09-27 09:17:58,Server
ORD-10226,Kommissionierung gestartet,2025-09-28 09:17:58,Lagerhalle A
ORD-10226,Kommissionierung beendet,2025-09-28 09:59:58,Lagerhalle A
ORD-10226,Verpacken und Labeldruck,2025-09-28 10:19:58,Packtisch 3
ORD-10226,Versandübergabe,2025-09-28 12:19:58,Rampe 1
ORD-10227,Wareneingang im LVS,2025-09-13 14:26:12,Server
ORD-10227,Kommissionierung gestartet,2025-09-14 11:26:12,Lagerhalle A
ORD-10227,Kommissionierung beendet,2025-09-14 12:02:12,Lagerhalle A
ORD-10227,Verpacken und Labeldruck,2025-09-14 13:47:12,Packtisch 3
ORD-10227,Versandübergabe,2025-09-14 14:47:12,Rampe 1
ORD-10228,Wareneingang im LVS,2025-10-31 19:49:53,Server
ORD-10228,Kommissionierung gestartet,2025-11-01 15:49:53,Lagerhalle A
ORD-10228,Kommissionierung beendet,2025-11-01 16:26:53,Lagerhalle A
ORD-10228,Verpacken und Labeldruck,2025-11-01 17:26:53,Packtisch 3
ORD-10228,Versandübergabe,2025-11-01 19:26:53,Rampe 1
ORD-10229,Wareneingang im LVS,2025-09-15 15:50:24,Server
ORD-10229,Kommissionierung gestartet,2025-09-17 05:50:24,Lagerhalle A
ORD-10229,Kommissionierung beendet,2025-09-17 06:18:24,Lagerhalle A
ORD-10229,Verpacken und Labeldruck,2025-09-17 07:59:24,Packtisch 3
ORD-10229,Versandübergabe,2025-09-17 08:59:24,Rampe 1
ORD-10230,Wareneingang im LVS,2025-09-26 15:23:38,Server
ORD-10230,Kommissionierung gestartet,2025-09-27 06:23:38,Lagerhalle A
ORD-10230,Kommissionierung beendet,2025-09-27 07:04:38,Lagerhalle A
ORD-10230,Verpacken und Labeldruck,2025-09-27 07:23:38,Packtisch 3
ORD-10230,Versandübergabe,2025-09-27 10:23:38,Rampe 1
ORD-10231,Wareneingang im LVS,2025-09-09 16:01:54,Server
ORD-10231,Kommissionierung gestartet,2025-09-10 04:01:54,Lagerhalle A
ORD-10231,Kommissionierung beendet,2025-09-10 04:41:54,Lagerhalle A
ORD-10231,Verpacken und Labeldruck,2025-09-10 06:06:54,Packtisch 3
ORD-10231,Versandübergabe,2025-09-10 10:06:54,Rampe 1
ORD-10232,Wareneingang im LVS,2025-09-26 21:38:03,Server
ORD-10232,Kommissionierung gestartet,2025-09-28 08:38:03,Lagerhalle A
ORD-10232,Kommissionierung beendet,2025-09-28 08:56:03,Lagerhalle A
ORD-10232,Verpacken und Labeldruck,2025-09-28 09:23:03,Packtisch 3
ORD-10232,Versandübergabe,2025-09-28 13:23:03,Rampe 1
ORD-10233,Wareneingang im LVS,2025-10-01 11:31:21,Server
ORD-10233,Kommissionierung gestartet,2025-10-02 04:31:21,Lagerhalle A
ORD-10233,Kommissionierung beendet,2025-10-02 04:50:21,Lagerhalle A
ORD-10233,Verpacken und Labeldruck,2025-10-02 05:05:21,Packtisch 3
ORD-10233,Versandübergabe,2025-10-02 08:05:21,Rampe 1
ORD-10234,Wareneingang im LVS,2025-10-09 19:12:25,Server
ORD-10234,Kommissionierung gestartet,2025-10-11 04:12:25,Lagerhalle A
ORD-10234,Kommissionierung beendet,2025-10-11 04:41:25,Lagerhalle A
ORD-10234,Verpacken und Labeldruck,2025-10-11 05:40:25,Packtisch 3
ORD-10234,Versandübergabe,2025-10-11 08:40:25,Rampe 1
ORD-10235,Wareneingang im LVS,2025-10-21 19:15:34,Server
ORD-10235,Kommissionierung gestartet,2025-10-23 05:15:34,Lagerhalle A
ORD-10235,Kommissionierung beendet,2025-10-23 05:41:34,Lagerhalle A
ORD-10235,Verpacken und Labeldruck,2025-10-23 07:25:34,Packtisch 3
ORD-10235,Versandübergabe,2025-10-23 11:25:34,Rampe 1
ORD-10236,Wareneingang im LVS,2025-10-13 14:44:30,Server
ORD-10236,Kommissionierung gestartet,2025-10-14 23:44:30,Lagerhalle A
ORD-10236,Kommissionierung beendet,2025-10-15 00:26:30,Lagerhalle A
ORD-10236,Verpacken und Labeldruck,2025-10-15 01:29:30,Packtisch 3
ORD-10236,Versandübergabe,2025-10-15 04:29:30,Rampe 1
ORD-10237,Wareneingang im LVS,2025-10-23 17:06:13,Server
ORD-10237,Kommissionierung gestartet,2025-10-24 03:06:13,Lagerhalle A
ORD-10237,Kommissionierung beendet,2025-10-24 03:48:13,Lagerhalle A
ORD-10237,Verpacken und Labeldruck,2025-10-24 04:41:13,Packtisch 3
ORD-10237,Versandübergabe,2025-10-24 05:41:13,Rampe 1
ORD-10238,Wareneingang im LVS,2025-10-13 04:37:05,Server
ORD-10238,Kommissionierung gestartet,2025-10-14 01:37:05,Lagerhalle A
ORD-10238,Kommissionierung beendet,2025-10-14 01:53:05,Lagerhalle A
ORD-10238,Verpacken und Labeldruck,2025-10-14 03:12:05,Packtisch 3
ORD-10238,Versandübergabe,2025-10-14 07:12:05,Rampe 1
ORD-10239,Wareneingang im LVS,2025-09-17 04:18:23,Server
ORD-10239,Kommissionierung gestartet,2025-09-17 11:18:23,Lagerhalle A
ORD-10239,Kommissionierung beendet,2025-09-17 11:39:23,Lagerhalle A
ORD-10239,Verpacken und Labeldruck,2025-09-17 12:57:23,Packtisch 3
ORD-10239,Versandübergabe,2025-09-17 14:57:23,Rampe 1
ORD-10240,Wareneingang im LVS,2025-10-26 14:15:51,Server
ORD-10240,Kommissionierung gestartet,2025-10-28 04:15:51,Lagerhalle A
ORD-10240,Kommissionierung beendet,2025-10-28 04:58:51,Lagerhalle A
ORD-10240,Verpacken und Labeldruck,2025-10-28 05:11:51,Packtisch 3
ORD-10240,Versandübergabe,2025-10-28 08:11:51,Rampe 1
ORD-10241,Wareneingang im LVS,2025-10-12 04:49:42,Server
ORD-10241,Kommissionierung gestartet,2025-10-12 08:49:42,Lagerhalle A
ORD-10241,Kommissionierung beendet,2025-10-12 09:04:42,Lagerhalle A
ORD-10241,Verpacken und Labeldruck,2025-10-12 09:52:42,Packtisch 3
ORD-10241,Versandübergabe,2025-10-12 13:52:42,Rampe 1
ORD-10242,Wareneingang im LVS,2025-09-19 11:19:42,Server
ORD-10242,Kommissionierung gestartet,2025-09-19 16:19:42,Lagerhalle A
ORD-10242,Kommissionierung beendet,2025-09-19 16:44:42,Lagerhalle A
ORD-10242,Verpacken und Labeldruck,2025-09-19 18:20:42,Packtisch 3
ORD-10242,Versandübergabe,2025-09-19 19:20:42,Rampe 1
ORD-10243,Wareneingang im LVS,2025-10-02 10:01:18,Server
ORD-10243,Kommissionierung gestartet,2025-10-04 10:01:18,Lagerhalle A
ORD-10243,Kommissionierung beendet,2025-10-04 10:32:18,Lagerhalle A
ORD-10243,Verpacken und Labeldruck,2025-10-04 11:45:18,Packtisch 3
ORD-10243,Versandübergabe,2025-10-04 12:45:18,Rampe 1
ORD-10244,Wareneingang im LVS,2025-09-18 11:07:12,Server
ORD-10244,Kommissionierung gestartet,2025-09-20 09:07:12,Lagerhalle A
ORD-10244,Kommissionierung beendet,2025-09-20 09:51:12,Lagerhalle A
ORD-10244,Verpacken und Labeldruck,2025-09-20 11:40:12,Packtisch 3
ORD-10244,Versandübergabe,2025-09-20 14:40:12,Rampe 1
ORD-10245,Wareneingang im LVS,2025-09-06 11:46:07,Server
ORD-10245,Kommissionierung gestartet,2025-09-06 20:46:07,Lagerhalle A
ORD-10245,Kommissionierung beendet,2025-09-06 21:18:07,Lagerhalle A
ORD-10245,Verpacken und Labeldruck,2025-09-06 22:14:07,Packtisch 3
ORD-10245,Versandübergabe,2025-09-07 00:14:07,Rampe 1
ORD-10246,Wareneingang im LVS,2025-09-22 05:01:53,Server
ORD-10246,Kommissionierung gestartet,2025-09-22 07:01:53,Lagerhalle A
ORD-10246,Kommissionierung beendet,2025-09-22 07:23:53,Lagerhalle A
ORD-10246,Verpacken und Labeldruck,2025-09-22 07:58:53,Packtisch 3
ORD-10246,Versandübergabe,2025-09-22 11:58:53,Rampe 1
ORD-10247,Wareneingang im LVS,2025-09-11 09:26:13,Server
ORD-10247,Kommissionierung gestartet,2025-09-11 15:26:13,Lagerhalle A
ORD-10247,Kommissionierung beendet,2025-09-11 15:56:13,Lagerhalle A
ORD-10247,Verpacken und Labeldruck,2025-09-11 16:46:13,Packtisch 3
ORD-10247,Versandübergabe,2025-09-11 17:46:13,Rampe 1
ORD-10248,Wareneingang im LVS,2025-10-31 12:20:55,Server
ORD-10248,Kommissionierung gestartet,2025-11-01 16:20:55,Lagerhalle A
ORD-10248,Kommissionierung beendet,2025-11-01 16:42:55,Lagerhalle A
ORD-10248,Verpacken und Labeldruck,2025-11-01 17:34:55,Packtisch 3
ORD-10248,Versandübergabe,2025-11-01 21:34:55,Rampe 1
ORD-10249,Wareneingang im LVS,2025-10-24 18:58:23,Server
ORD-10249,Kommissionierung gestartet,2025-10-26 10:58:23,Lagerhalle A
ORD-10249,Kommissionierung beendet,2025-10-26 11:21:23,Lagerhalle A
ORD-10249,Verpacken und Labeldruck,2025-10-26 11:44:23,Packtisch 3
ORD-10249,Versandübergabe,2025-10-26 14:44:23,Rampe 1
ORD-10250,Wareneingang im LVS,2025-10-15 17:10:13,Server
ORD-10250,Kommissionierung gestartet,2025-10-17 11:10:13,Lagerhalle A
ORD-10250,Kommissionierung beendet,2025-10-17 11:53:13,Lagerhalle A
ORD-10250,Verpacken und Labeldruck,2025-10-17 12:51:13,Packtisch 3
ORD-10250,Versandübergabe,2025-10-17 16:51:13,Rampe 1
ORD-10251,Wareneingang im LVS,2025-10-24 18:15:07,Server
ORD-10251,Kommissionierung gestartet,2025-10-25 17:15:07,Lagerhalle A
ORD-10251,Kommissionierung beendet,2025-10-25 17:52:07,Lagerhalle A
ORD-10251,Verpacken und Labeldruck,2025-10-25 19:05:07,Packtisch 3
ORD-10251,Versandübergabe,2025-10-25 23:05:07,Rampe 1
ORD-10252,Wareneingang im LVS,2025-09-14 14:06:25,Server
ORD-10252,Kommissionierung gestartet,2025-09-15 08:06:25,Lagerhalle A
ORD-10252,Kommissionierung beendet,2025-09-15 08:25:25,Lagerhalle A
ORD-10252,Verpacken und Labeldruck,2025-09-15 09:09:25,Packtisch 3
ORD-10252,Versandübergabe,2025-09-15 12:09:25,Rampe 1
ORD-10253,Wareneingang im LVS,2025-09-18 16:12:19,Server
ORD-10253,Kommissionierung gestartet,2025-09-19 19:12:19,Lagerhalle A
ORD-10253,Kommissionierung beendet,2025-09-19 19:52:19,Lagerhalle A
ORD-10253,Verpacken und Labeldruck,2025-09-19 21:23:19,Packtisch 3
ORD-10253,Versandübergabe,2025-09-20 01:23:19,Rampe 1
ORD-10254,Wareneingang im LVS,2025-09-17 12:03:48,Server
ORD-10254,Kommissionierung gestartet,2025-09-18 15:03:48,Lagerhalle A
ORD-10254,Kommissionierung beendet,2025-09-18 15:18:48,Lagerhalle A
ORD-10254,Verpacken und Labeldruck,2025-09-18 16:07:48,Packtisch 3
ORD-10254,Versandübergabe,2025-09-18 18:07:48,Rampe 1
ORD-10255,Wareneingang im LVS,2025-10-22 11:39:19,Server
ORD-10255,Kommissionierung gestartet,2025-10-23 00:39:19,Lagerhalle A
ORD-10255,Kommissionierung beendet,2025-10-23 01:00:19,Lagerhalle A
ORD-10255,Verpacken und Labeldruck,2025-10-23 01:30:19,Packtisch 3
ORD-10255,Versandübergabe,2025-10-23 04:30:19,Rampe 1
ORD-10256,Wareneingang im LVS,2025-10-03 10:02:52,Server
ORD-10256,Kommissionierung gestartet,2025-10-04 10:02:52,Lagerhalle A
ORD-10256,Kommissionierung beendet,2025-10-04 10:26:52,Lagerhalle A
ORD-10256,Verpacken und Labeldruck,2025-10-04 11:00:52,Packtisch 3
ORD-10256,Versandübergabe,2025-10-04 13:00:52,Rampe 1
ORD-10257,Wareneingang im LVS,2025-10-28 13:02:32,Server
ORD-10257,Kommissionierung gestartet,2025-10-30 09:02:32,Lagerhalle A
ORD-10257,Kommissionierung beendet,2025-10-30 09:17:32,Lagerhalle A
ORD-10257,Verpacken und Labeldruck,2025-10-30 09:30:32,Packtisch 3
ORD-10257,Versandübergabe,2025-10-30 13:30:32,Rampe 1
ORD-10258,Wareneingang im LVS,2025-09-21 18:47:34,Server
ORD-10258,Kommissionierung gestartet,2025-09-22 10:47:34,Lagerhalle A
ORD-10258,Kommissionierung beendet,2025-09-22 11:28:34,Lagerhalle A
ORD-10258,Verpacken und Labeldruck,2025-09-22 12:13:34,Packtisch 3
ORD-10258,Versandübergabe,2025-09-22 16:13:34,Rampe 1
ORD-10259,Wareneingang im LVS,2025-10-25 15:56:18,Server
ORD-10259,Kommissionierung gestartet,2025-10-25 19:56:18,Lagerhalle A
ORD-10259,Kommissionierung beendet,2025-10-25 20:32:18,Lagerhalle A
ORD-10259,Verpacken und Labeldruck,2025-10-25 21:56:18,Packtisch 3
ORD-10259,Versandübergabe,2025-10-25 23:56:18,Rampe 1
ORD-10260,Wareneingang im LVS,2025-10-14 18:58:47,Server
ORD-10260,Kommissionierung gestartet,2025-10-15 11:58:47,Lagerhalle A
ORD-10260,Kommissionierung beendet,2025-10-15 12:26:47,Lagerhalle A
ORD-10260,Verpacken und Labeldruck,2025-10-15 12:37:47,Packtisch 3
ORD-10260,Versandübergabe,2025-10-15 14:37:47,Rampe 1
ORD-10261,Wareneingang im LVS,2025-10-14 12:58:37,Server
ORD-10261,Kommissionierung gestartet,2025-10-16 11:58:37,Lagerhalle A
ORD-10261,Kommissionierung beendet,2025-10-16 12:37:37,Lagerhalle A
ORD-10261,Verpacken und Labeldruck,2025-10-16 13:26:37,Packtisch 3
ORD-10261,Versandübergabe,2025-10-16 14:26:37,Rampe 1
ORD-10262,Wareneingang im LVS,2025-09-03 09:58:36,Server
ORD-10262,Kommissionierung gestartet,2025-09-04 05:58:36,Lagerhalle A
ORD-10262,Kommissionierung beendet,2025-09-04 06:34:36,Lagerhalle A
ORD-10262,Verpacken und Labeldruck,2025-09-04 08:14:36,Packtisch 3
ORD-10262,Versandübergabe,2025-09-04 10:14:36,Rampe 1
ORD-10263,Wareneingang im LVS,2025-09-01 14:44:15,Server
ORD-10263,Kommissionierung gestartet,2025-09-02 08:44:15,Lagerhalle A
ORD-10263,Kommissionierung beendet,2025-09-02 09:06:15,Lagerhalle A
ORD-10263,Verpacken und Labeldruck,2025-09-02 09:50:15,Packtisch 3
ORD-10263,Versandübergabe,2025-09-02 13:50:15,Rampe 1
ORD-10264,Wareneingang im LVS,2025-10-16 17:57:44,Server
ORD-10264,Kommissionierung gestartet,2025-10-17 12:57:44,Lagerhalle A
ORD-10264,Kommissionierung beendet,2025-10-17 13:16:44,Lagerhalle A
ORD-10264,Verpacken und Labeldruck,2025-10-17 13:29:44,Packtisch 3
ORD-10264,Versandübergabe,2025-10-17 17:29:44,Rampe 1
ORD-10265,Wareneingang im LVS,2025-10-24 18:34:40,Server
ORD-10265,Kommissionierung gestartet,2025-10-26 11:34:40,Lagerhalle A
ORD-10265,Kommissionierung beendet,2025-10-26 12:13:40,Lagerhalle A
ORD-10265,Verpacken und Labeldruck,2025-10-26 12:24:40,Packtisch 3
ORD-10265,Versandübergabe,2025-10-26 14:24:40,Rampe 1
ORD-10266,Wareneingang im LVS,2025-09-15 15:55:28,Server
ORD-10266,Kommissionierung gestartet,2025-09-15 17:55:28,Lagerhalle A
ORD-10266,Kommissionierung beendet,2025-09-15 18:39:28,Lagerhalle A
ORD-10266,Verpacken und Labeldruck,2025-09-15 19:13:28,Packtisch 3
ORD-10266,Versandübergabe,2025-09-15 22:13:28,Rampe 1
ORD-10267,Wareneingang im LVS,2025-09-13 10:18:44,Server
ORD-10267,Kommissionierung gestartet,2025-09-14 13:18:44,Lagerhalle A
ORD-10267,Kommissionierung beendet,2025-09-14 13:59:44,Lagerhalle A
ORD-10267,Verpacken und Labeldruck,2025-09-14 15:59:44,Packtisch 3
ORD-10267,Versandübergabe,2025-09-14 19:59:44,Rampe 1
ORD-10268,Wareneingang im LVS,2025-09-05 18:03:44,Server
ORD-10268,Kommissionierung gestartet,2025-09-07 13:03:44,Lagerhalle A
ORD-10268,Kommissionierung beendet,2025-09-07 13:34:44,Lagerhalle A
ORD-10268,Verpacken und Labeldruck,2025-09-07 14:03:44,Packtisch 3
ORD-10268,Versandübergabe,2025-09-07 18:03:44,Rampe 1
ORD-10269,Wareneingang im LVS,2025-10-22 13:56:49,Server
ORD-10269,Kommissionierung gestartet,2025-10-24 12:56:49,Lagerhalle A
ORD-10269,Kommissionierung beendet,2025-10-24 13:27:49,Lagerhalle A
ORD-10269,Verpacken und Labeldruck,2025-10-24 14:45:49,Packtisch 3
ORD-10269,Versandübergabe,2025-10-24 17:45:49,Rampe 1
ORD-10270,Wareneingang im LVS,2025-09-19 12:05:20,Server
ORD-10270,Kommissionierung gestartet,2025-09-19 16:05:20,Lagerhalle A
ORD-10270,Kommissionierung beendet,2025-09-19 16:34:20,Lagerhalle A
ORD-10270,Verpacken und Labeldruck,2025-09-19 18:06:20,Packtisch 3
ORD-10270,Versandübergabe,2025-09-19 20:06:20,Rampe 1
ORD-10271,Wareneingang im LVS,2025-10-28 11:15:38,Server
ORD-10271,Kommissionierung gestartet,2025-10-30 10:15:38,Lagerhalle A
ORD-10271,Kommissionierung beendet,2025-10-30 10:40:38,Lagerhalle A
ORD-10271,Verpacken und Labeldruck,2025-10-30 11:34:38,Packtisch 3
ORD-10271,Versandübergabe,2025-10-30 13:34:38,Rampe 1
ORD-10272,Wareneingang im LVS,2025-10-13 10:19:55,Server
ORD-10272,Kommissionierung gestartet,2025-10-14 20:19:55,Lagerhalle A
ORD-10272,Kommissionierung beendet,2025-10-14 20:40:55,Lagerhalle A
ORD-10272,Verpacken und Labeldruck,2025-10-14 22:24:55,Packtisch 3
ORD-10272,Versandübergabe,2025-10-15 02:24:55,Rampe 1
ORD-10273,Wareneingang im LVS,2025-10-13 09:46:06,Server
ORD-10273,Kommissionierung gestartet,2025-10-14 17:46:06,Lagerhalle A
ORD-10273,Kommissionierung beendet,2025-10-14 18:01:06,Lagerhalle A
ORD-10273,Verpacken und Labeldruck,2025-10-14 19:50:06,Packtisch 3
ORD-10273,Versandübergabe,2025-10-14 23:50:06,Rampe 1
ORD-10274,Wareneingang im LVS,2025-09-22 12:01:38,Server
ORD-10274,Kommissionierung gestartet,2025-09-22 20:01:38,Lagerhalle A
ORD-10274,Kommissionierung beendet,2025-09-22 20:46:38,Lagerhalle A
ORD-10274,Verpacken und Labeldruck,2025-09-22 22:00:38,Packtisch 3
ORD-10274,Versandübergabe,2025-09-23 02:00:38,Rampe 1
ORD-10275,Wareneingang im LVS,2025-09-09 13:26:41,Server
ORD-10275,Kommissionierung gestartet,2025-09-10 05:26:41,Lagerhalle A
ORD-10275,Kommissionierung beendet,2025-09-10 06:11:41,Lagerhalle A
ORD-10275,Verpacken und Labeldruck,2025-09-10 06:36:41,Packtisch 3
ORD-10275,Versandübergabe,2025-09-10 09:36:41,Rampe 1
ORD-10276,Wareneingang im LVS,2025-10-02 20:30:20,Server
ORD-10276,Kommissionierung gestartet,2025-10-03 18:30:20,Lagerhalle A
ORD-10276,Kommissionierung beendet,2025-10-03 18:50:20,Lagerhalle A
ORD-10276,Verpacken und Labeldruck,2025-10-03 20:20:20,Packtisch 3
ORD-10276,Versandübergabe,2025-10-03 21:20:20,Rampe 1
ORD-10277,Wareneingang im LVS,2025-09-13 12:59:49,Server
ORD-10277,Kommissionierung gestartet,2025-09-14 10:59:49,Lagerhalle A
ORD-10277,Kommissionierung beendet,2025-09-14 11:25:49,Lagerhalle A
ORD-10277,Verpacken und Labeldruck,2025-09-14 13:08:49,Packtisch 3
ORD-10277,Versandübergabe,2025-09-14 17:08:49,Rampe 1
ORD-10278,Wareneingang im LVS,2025-09-30 12:38:14,Server
ORD-10278,Kommissionierung gestartet,2025-10-01 04:38:14,Lagerhalle A
ORD-10278,Kommissionierung beendet,2025-10-01 05:09:14,Lagerhalle A
ORD-10278,Verpacken und Labeldruck,2025-10-01 05:24:14,Packtisch 3
ORD-10278,Versandübergabe,2025-10-01 07:24:14,Rampe 1
ORD-10279,Wareneingang im LVS,2025-10-06 17:18:14,Server
ORD-10279,Kommissionierung gestartet,2025-10-08 16:18:14,Lagerhalle A
ORD-10279,Kommissionierung beendet,2025-10-08 16:59:14,Lagerhalle A
ORD-10279,Verpacken und Labeldruck,2025-10-08 18:28:14,Packtisch 3
ORD-10279,Versandübergabe,2025-10-08 22:28:14,Rampe 1
ORD-10280,Wareneingang im LVS,2025-09-22 17:42:37,Server
ORD-10280,Kommissionierung gestartet,2025-09-24 09:42:37,Lagerhalle A
ORD-10280,Kommissionierung beendet,2025-09-24 10:17:37,Lagerhalle A
ORD-10280,Verpacken und Labeldruck,2025-09-24 12:05:37,Packtisch 3
ORD-10280,Versandübergabe,2025-09-24 13:05:37,Rampe 1
ORD-10281,Wareneingang im LVS,2025-09-02 15:57:24,Server
ORD-10281,Kommissionierung gestartet,2025-09-03 11:57:24,Lagerhalle A
ORD-10281,Kommissionierung beendet,2025-09-03 12:32:24,Lagerhalle A
ORD-10281,Verpacken und Labeldruck,2025-09-03 13:47:24,Packtisch 3
ORD-10281,Versandübergabe,2025-09-03 16:47:24,Rampe 1
ORD-10282,Wareneingang im LVS,2025-09-10 10:06:24,Server
ORD-10282,Kommissionierung gestartet,2025-09-10 15:06:24,Lagerhalle A
ORD-10282,Kommissionierung beendet,2025-09-10 15:41:24,Lagerhalle A
ORD-10282,Verpacken und Labeldruck,2025-09-10 16:00:24,Packtisch 3
ORD-10282,Versandübergabe,2025-09-10 19:00:24,Rampe 1
ORD-10283,Wareneingang im LVS,2025-10-05 17:49:22,Server
ORD-10283,Kommissionierung gestartet,2025-10-06 13:49:22,Lagerhalle A
ORD-10283,Kommissionierung beendet,2025-10-06 14:23:22,Lagerhalle A
ORD-10283,Verpacken und Labeldruck,2025-10-06 15:33:22,Packtisch 3
ORD-10283,Versandübergabe,2025-10-06 19:33:22,Rampe 1
ORD-10284,Wareneingang im LVS,2025-10-20 23:54:06,Server
ORD-10284,Kommissionierung gestartet,2025-10-21 09:54:06,Lagerhalle A
ORD-10284,Kommissionierung beendet,2025-10-21 10:19:06,Lagerhalle A
ORD-10284,Verpacken und Labeldruck,2025-10-21 10:55:06,Packtisch 3
ORD-10284,Versandübergabe,2025-10-21 13:55:06,Rampe 1
ORD-10285,Wareneingang im LVS,2025-09-08 19:28:02,Server
ORD-10285,Kommissionierung gestartet,2025-09-09 11:28:02,Lagerhalle A
ORD-10285,Kommissionierung beendet,2025-09-09 12:05:02,Lagerhalle A
ORD-10285,Verpacken und Labeldruck,2025-09-09 13:00:02,Packtisch 3
ORD-10285,Versandübergabe,2025-09-09 16:00:02,Rampe 1
ORD-10286,Wareneingang im LVS,2025-10-22 14:33:45,Server
ORD-10286,Kommissionierung gestartet,2025-10-23 23:33:45,Lagerhalle A
ORD-10286,Kommissionierung beendet,2025-10-23 23:56:45,Lagerhalle A
ORD-10286,Verpacken und Labeldruck,2025-10-24 00:45:45,Packtisch 3
ORD-10286,Versandübergabe,2025-10-24 02:45:45,Rampe 1
ORD-10287,Wareneingang im LVS,2025-10-07 15:15:47,Server
ORD-10287,Kommissionierung gestartet,2025-10-08 10:15:47,Lagerhalle A
ORD-10287,Kommissionierung beendet,2025-10-08 10:51:47,Lagerhalle A
ORD-10287,Verpacken und Labeldruck,2025-10-08 11:13:47,Packtisch 3
ORD-10287,Versandübergabe,2025-10-08 15:13:47,Rampe 1
ORD-10288,Wareneingang im LVS,2025-09-30 14:42:47,Server
ORD-10288,Kommissionierung gestartet,2025-10-01 02:42:47,Lagerhalle A
ORD-10288,Kommissionierung beendet,2025-10-01 03:07:47,Lagerhalle A
ORD-10288,Verpacken und Labeldruck,2025-10-01 04:23:47,Packtisch 3
ORD-10288,Versandübergabe,2025-10-01 06:23:47,Rampe 1
ORD-10289,Wareneingang im LVS,2025-09-27 18:23:24,Server
ORD-10289,Kommissionierung gestartet,2025-09-29 04:23:24,Lagerhalle A
ORD-10289,Kommissionierung beendet,2025-09-29 04:55:24,Lagerhalle A
ORD-10289,Verpacken und Labeldruck,2025-09-29 05:42:24,Packtisch 3
ORD-10289,Versandübergabe,2025-09-29 09:42:24,Rampe 1
ORD-10290,Wareneingang im LVS,2025-10-07 13:07:16,Server
ORD-10290,Kommissionierung gestartet,2025-10-07 17:07:16,Lagerhalle A
ORD-10290,Kommissionierung beendet,2025-10-07 17:27:16,Lagerhalle A
ORD-10290,Verpacken und Labeldruck,2025-10-07 19:17:16,Packtisch 3
ORD-10290,Versandübergabe,2025-10-07 22:17:16,Rampe 1
ORD-10291,Wareneingang im LVS,2025-10-16 16:22:45,Server
ORD-10291,Kommissionierung gestartet,2025-10-17 15:22:45,Lagerhalle A
ORD-10291,Kommissionierung beendet,2025-10-17 15:49:45,Lagerhalle A
ORD-10291,Verpacken und Labeldruck,2025-10-17 16:10:45,Packtisch 3
ORD-10291,Versandübergabe,2025-10-17 19:10:45,Rampe 1
ORD-10292,Wareneingang im LVS,2025-09-10 09:03:40,Server
ORD-10292,Kommissionierung gestartet,2025-09-11 02:03:40,Lagerhalle A
ORD-10292,Kommissionierung beendet,2025-09-11 02:30:40,Lagerhalle A
ORD-10292,Verpacken und Labeldruck,2025-09-11 03:30:40,Packtisch 3
ORD-10292,Versandübergabe,2025-09-11 06:30:40,Rampe 1
