Bestellnummer,Aktivitaet,Timestamp,User
ORD-10349,Bonitätsprüfung automatisch,2025-09-15 13:49:00,System
ORD-10349,Übermittlung an Lager,2025-09-15 14:04:00,System Interface
ORD-10350,Bestellung eingegangen,2025-09-27 14:27:00,System
ORD-10350,Bonitätsprüfung automatisch,2025-09-27 14:32:00,System
ORD-10350,Übermittlung an Lager,2025-09-27 15:09:00,System Interface
ORD-10351,Bestellung eingegangen,2025-09-29 17:51:00,System
ORD-10351,Bonitätsprüfung automatisch,2025-09-29 17:57:00,System
ORD-10351,Übermittlung an Lager,2025-09-29 18:56:00,System Interface
ORD-10352,Bestellung eingegangen,2025-09-28 13:32:00,System
ORD-10352,Bonitätsprüfung automatisch,2025-09-28 13:34:00,System
ORD-10352,Übermittlung an Lager,2025-09-28 13:50:00,System Interface
ORD-10353,Bestellung eingegangen,2025-10-15 15:31:00,System
ORD-10353,Bonitätsprüfung automatisch,2025-10-15 15:41:00,System
ORD-10353,Übermittlung an Lager,2025-10-15 15:58:00,System Interface
ORD-10354,Bestellung eingegangen,2025-10-18 09:21:00,System
ORD-10354,Bonitätsprüfung automatisch,2025-10-18 09:29:00,System
ORD-10354,Übermittlung an Lager,2025-10-18 09:43:00,System Interface
ORD-10355,Bestellung eingegangen,2025-10-15 14:55:00,System
ORD-10355,Bonitätsprüfung automatisch,2025-10-15 14:59:00,System
ORD-10355,Bonitätsprüfung manuell,2025-10-16 04:59:00,Mitarbeiter_FiBu
ORD-10355,Bestellung freigegeben,2025-10-16 05:21:00,Mitarbeiter_FiBu
ORD-10355,Übermittlung an Lager,2025-10-16 06:20:00,System Interface
ORD-10356,Bestellung eingegangen,2025-09-13 13:45:00,System
ORD-10356,Bonitätsprüfung automatisch,2025-09-13 13:53:00,System
ORD-10356,Übermittlung an Lager,2025-09-13 14:30:00,System Interface
ORD-10357,Bestellung eingegangen,2025-09-04 09:47:00,System
ORD-10357,Bonitätsprüfung automatisch,2025-09-04 09:56:00,System
ORD-10357,Übermittlung an Lager,2025-09-04 10:28:00,System Interface
ORD-10358,Bestellung eingegangen,2025-10-10 09:37:00,System
ORD-10358,Bonitätsprüfung automatisch,2025-10-10 09:42:00,System
ORD-10358,Übermittlung an Lager,2025-10-10 10:13:00,System Interface
ORD-10359,Bestellung eingegangen,2025-09-08 18:51:00,System
ORD-10359,Bonitätsprüfung automatisch,2025-09-08 18:53:00,System
ORD-10359,Übermittlung an Lager,2025-09-08 19:25:00,System Interface
ORD-10360,Bestellung eingegangen,2025-10-16 09:04:00,System
ORD-10360,Bonitätsprüfung automatisch,2025-10-16 09:06:00,System
ORD-10360,Übermittlung an Lager,2025-10-16 09:49:00,System Interface
ORD-10361,Bestellung eingegangen,2025-10-18 14:28:00,System
ORD-10361,Bonitätsprüfung automatisch,2025-10-18 14:32:00,System
ORD-10361,Übermittlung an Lager,2025-10-18 15:22:00,System Interface
ORD-10362,Bestellung eingegangen,2025-10-01 12:56:00,System
ORD-10362,Bonitätsprüfung automatisch,2025-10-01 13:04:00,System
ORD-10362,Übermittlung an Lager,2025-10-01 13:38:00,System Interface
ORD-10363,Bestellung eingegangen,2025-10-25 10:49:00,System
ORD-10363,Bonitätsprüfung automatisch,2025-10-25 10:50:00,System
ORD-10363,Übermittlung an Lager,2025-10-25 11:33:00,System Interface
ORD-10364,Bestellung eingegangen,2025-09-07 12:47:00,System
ORD-10364,Bonitätsprüfung automatisch,2025-09-07 12:52:00,System
ORD-10364,Übermittlung an Lager,2025-09-07 13:48:00,System Interface
ORD-10365,Bestellung eingegangen,2025-09-05 12:01:00,System
ORD-10365,Bonitätsprüfung automatisch,2025-09-05 12:04:00,System
ORD-10365,Übermittlung an Lager,2025-09-05 12:40:00,System Interface
ORD-10366,Bestellung eingegangen,2025-09-04 13:06:00,System
ORD-10366,Bonitätsprüfung automatisch,2025-09-04 13:08:00,System
ORD-10366,Übermittlung an Lager,2025-09-04 13:19:00,System Interface
ORD-10367,Bestellung eingegangen,2025-09-07 14:56:00,System
ORD-10367,Bonitätsprüfung automatisch,2025-09-07 15:01:00,System
ORD-10367,Übermittlung an Lager,2025-09-07 15:47:00,System Interface
ORD-10368,Bestellung eingegangen,2025-10-06 15:04:00,System
ORD-10368,Bonitätsprüfung automatisch,2025-10-06 15:14:00,System
ORD-10368,Übermittlung an Lager,2025-10-06 15:40:00,System Interface
ORD-10369,Bestellung eingegangen,2025-10-31 14:55:00,System
ORD-10369,Bonitätsprüfung automatisch,2025-10-31 15:00:00,System
ORD-10369,Übermittlung an Lager,2025-10-31 15:52:00,System Interface
ORD-10370,Bestellung eingegangen,2025-10-07 09:44:00,System
ORD-10370,Bonitätsprüfung automatisch,2025-10-07 09:52:00,System
ORD-10370,Übermittlung an Lager,2025-10-07 10:52:00,System Interface
ORD-10371,Bestellung eingegangen,2025-09-22 10:01:00,System
ORD-10371,Bonitätsprüfung automatisch,2025-09-22 10:05:00,System
ORD-10371,Bonitätsprüfung manuell,2025-09-22 20:05:00,Mitarbeiter_FiBu
ORD-10371,Bestellung freigegeben,2025-09-22 20:26:00,Mitarbeiter_FiBu
ORD-10371,Übermittlung an Lager,2025-09-22 20:40:00,System Interface
ORD-10372,Bestellung eingegangen,2025-10-18 12:02:00,System
ORD-10372,Bonitätsprüfung automatisch,2025-10-18 12:03:00,System
ORD-10372,Übermittlung an Lager,2025-10-18 12:54:00,System Interface
ORD-10373,Bestellung eingegangen,2025-09-03 09:51:00,System
ORD-10373,Bonitätsprüfung automatisch,2025-09-03 09:54:00,System
ORD-10373,Bonitätsprüfung manuell,2025-09-04 03:54:00,Mitarbeiter_FiBu
ORD-10373,Bestellung freigegeben,2025-09-04 04:11:00,Mitarbeiter_FiBu
ORD-10373,Übermittlung an Lager,2025-09-04 05:03:00,System Interface
ORD-10374,Bestellung eingegangen,2025-09-20 14:14:00,System
ORD-10374,Bonitätsprüfung automatisch,2025-09-20 14:23:00,System
ORD-10374,Übermittlung an Lager,2025-09-20 15:08:00,System Interface
ORD-10375,Bestellung eingegangen,2025-09-16 09:06:00,System
ORD-10375,Bonitätsprüfung automatisch,2025-09-16 09:13:00,System
ORD-10375,Bonitätsprüfung manuell,2025-09-16 11:13:00,Mitarbeiter_FiBu
ORD-10375,Bestellung freigegeben,2025-09-16 11:42:00,Mitarbeiter_FiBu
ORD-10375,Übermittlung an Lager,2025-09-16 12:12:00,System Interface
ORD-10376,Bestellung eingegangen,2025-09-10 12:31:00,System
ORD-10376,Bonitätsprüfung automatisch,2025-09-10 12:32:00,System
ORD-10376,Übermittlung an Lager,2025-09-10 12:55:00,System Interface
ORD-10377,Bestellung eingegangen,2025-10-26 11:40:00,System
ORD-10377,Bonitätsprüfung automatisch,2025-10-26 11:48:00,System
ORD-10377,Übermittlung an Lager,2025-10-26 11:59:00,System Interface
ORD-10378,Bestellung eingegangen,2025-09-20 08:47:00,System
ORD-10378,Bonitätsprüfung automatisch,2025-09-20 08:51:00,System
ORD-10378,Übermittlung an Lager,2025-09-20 09:23:00,System Interface
ORD-10379,Bestellung eingegangen,2025-09-30 09:33:00,System
ORD-10379,Bonitätsprüfung automatisch,2025-09-30 09:42:00,System
ORD-10379,Übermittlung an Lager,2025-09-30 10:14:00,System Interface
ORD-10380,Bestellung eingegangen,2025-09-25 17:24:00,System
ORD-10380,Bonitätsprüfung automatisch,2025-09-25 17:31:00,System
ORD-10380,Übermittlung an Lager,2025-09-25 17:54:00,System Interface
ORD-10381,Bestellung eingegangen,2025-10-07 08:14:00,System
ORD-10381,Bonitätsprüfung automatisch,2025-10-07 08:20:00,System
ORD-10381,Übermittlung an Lager,2025-10-07 09:11:00,System Interface
ORD-10382,Bestellung eingegangen,2025-10-03 10:07:00,System
ORD-10382,Bonitätsprüfung automatisch,2025-10-03 10:12:00,System
ORD-10382,Übermittlung an Lager,2025-10-03 10:30:00,System Interface
ORD-10383,Bestellung eingegangen,2025-09-08 09:09:00,System
ORD-10383,Bonitätsprüfung automatisch,2025-09-08 09:19:00,System
ORD-10383,Übermittlung an Lager,2025-09-08 10:17:00,System Interface
ORD-10384,Bestellung eingegangen,2025-10-30 18:27:00,System
ORD-10384,Bonitätsprüfung automatisch,2025-10-30 18:30:00,System
ORD-10384,Übermittlung an Lager,2025-10-30 19:17:00,System Interface
ORD-10385,Bestellung eingegangen,2025-09-20 13:25:00,System
ORD-10385,Bonitätsprüfung automatisch,2025-09-20 13:30:00,System
ORD-10385,Übermittlung an Lager,2025-09-20 14:08:00,System Interface
ORD-10386,Bestellung eingegangen,2025-09-29 11:03:00,System
ORD-10386,Bonitätsprüfung automatisch,2025-09-29 11:11:00,System
ORD-10386,Bonitätsprüfung manuell,2025-09-29 14:11:00,Mitarbeiter_FiBu
ORD-10386,Bestellung freigegeben,2025-09-29 14:23:00,Mitarbeiter_FiBu
ORD-10386,Übermittlung an Lager,2025-09-29 15:23:00,System Interface
ORD-10387,Bestellung eingegangen,2025-10-17 14:55:00,System
ORD-10387,Bonitätsprüfung automatisch,2025-10-17 14:56:00,System
ORD-10387,Übermittlung an Lager,2025-10-17 15:29:00,System Interface
ORD-10388,Bestellung eingegangen,2025-10-02 13:18:00,System
ORD-10388,Bonitätsprüfung automatisch,2025-10-02 13:27:00,System
ORD-10388,Übermittlung an Lager,2025-10-02 14:26:00,System Interface
ORD-10389,Bestellung eingegangen,2025-10-16 12:18:00,System
ORD-10389,Bonitätsprüfung automatisch,2025-10-16 12:21:00,System
ORD-10389,Bonitätsprüfung manuell,2025-10-17 12:21:00,Mitarbeiter_FiBu
ORD-10389,Bestellung freigegeben,2025-10-17 12:41:00,Mitarbeiter_FiBu
ORD-10389,Übermittlung an Lager,2025-10-17 13:23:00,System Interface
ORD-10390,Bestellung eingegangen,2025-09-19 18:13:00,System
ORD-10390,Bonitätsprüfung automatisch,2025-09-19 18:16:00,System
ORD-10390,Bonitätsprüfung manuell,2025-09-20 16:16:00,Mitarbeiter_FiBu
ORD-10390,Bestellung freigegeben,2025-09-20 16:39:00,Mitarbeiter_FiBu
ORD-10390,Übermittlung an Lager,2025-09-20 17:18:00,System Interface
ORD-10391,Bestellung eingegangen,2025-09-26 15:42:00,System
ORD-10391,Bonitätsprüfung automatisch,2025-09-26 15:48:00,System
ORD-10391,Übermittlung an Lager,2025-09-26 16:06:00,System Interface
ORD-10392,Bestellung eingegangen,2025-09-19 18:03:00,System
ORD-10392,Bonitätsprüfung automatisch,2025-09-19 18:13:00,System
ORD-10392,Übermittlung an Lager,2025-09-19 18:49:00,System Interface
ORD-10393,Bestellung eingegangen,2025-10-04 17:06:00,System
ORD-10393,Bonitätsprüfung automatisch,2025-10-04 17:11:00,System
ORD-10393,Übermittlung an Lager,2025-10-04 17:36:00,System Interface
ORD-10394,Bestellung eingegangen,2025-10-11 17:02:00,System
ORD-10394,Bonitätsprüfung automatisch,2025-10-11 17:11:00,System
ORD-10394,Übermittlung an Lager,2025-10-11 17:36:00,System Interface
ORD-10395,Bestellung eingegangen,2025-10-30 18:55:00,System
ORD-10395,Bonitätsprüfung automatisch,2025-10-30 18:57:00,System
ORD-10395,Übermittlung an Lager,2025-10-30 19:28:00,System Interface
ORD-10396,Bestellung eingegangen,2025-10-14 08:32:00,System
ORD-10396,Bonitätsprüfung automatisch,2025-10-14 08:35:00,System
ORD-10396,Übermittlung an Lager,2025-10-14 09:18:00,System Interface
ORD-10397,Bestellung eingegangen,2025-10-09 10:43:00,System
ORD-10397,Bonitätsprüfung automatisch,2025-10-09 10:47:00,System
ORD-10397,Übermittlung an Lager,2025-10-09 11:36:00,System Interface
ORD-10398,Bestellung eingegangen,2025-10-01 12:56:00,System
ORD-10398,Bonitätsprüfung automatisch,2025-10-01 13:02:00,System
ORD-10398,Übermittlung an Lager,2025-10-01 13:17:00,System Interface
ORD-10399,Bestellung eingegangen,2025-09-25 09:36:00,System
ORD-10399,Bonitätsprüfung automatisch,2025-09-25 09:41:00,System
ORD-10399,Übermittlung an Lager,2025-09-25 10:33:00,System Interface
ORD-10400,Bestellung eingegangen,2025-09-24 12:08:00,System
ORD-10400,Bonitätsprüfung automatisch,2025-09-24 12:17:00,System
ORD-10400,Übermittlung an Lager,2025-09-24 12:37:00,System Interface
ORD-10401,Bestellung eingegangen,2025-09-21 10:57:00,System
ORD-10401,Bonitätsprüfung automatisch,2025-09-21 11:04:00,System
ORD-10401,Übermittlung an Lager,2025-09-21 11:09:00,System Interface
ORD-10402,Bestellung eingegangen,2025-10-03 16:41:00,System
ORD-10402,Bonitätsprüfung automatisch,2025-10-03 16:42:00,System
ORD-10402,Übermittlung an Lager,2025-10-03 17:04:00,System Interface
ORD-10403,Bestellung eingegangen,2025-09-19 12:08:00,System
ORD-10403,Bonitätsprüfung automatisch,2025-09-19 12:13:00,System
ORD-10403,Übermittlung an Lager,2025-09-19 12:59:00,System Interface
ORD-10404,Bestellung eingegangen,2025-10-26 15:45:00,System
ORD-10404,Bonitätsprüfung automatisch,2025-10-26 15:54:00,System
ORD-10404,Übermittlung an Lager,2025-10-26 16:42:00,System Interface
ORD-10405,Bestellung eingegangen,2025-10-25 08:22:00,System
ORD-10405,Bonitätsprüfung automatisch,2025-10-25 08:28:00,System
ORD-10405,Übermittlung an Lager,2025-10-25 09:05:00,System Interface
ORD-10406,Bestellung eingegangen,2025-10-10 16:48:00,System
ORD-10406,Bonitätsprüfung automatisch,2025-10-10 16:58:00,System
ORD-10406,Bonitätsprüfung manuell,2025-10-11 07:58:00,Mitarbeiter_FiBu
ORD-10406,Bestellung freigegeben,2025-10-11 08:09:00,Mitarbeiter_FiBu
ORD-10406,Übermittlung an Lager,2025-10-11 09:01:00,System Interface
ORD-10407,Bestellung eingegangen,2025-09-06 17:59:00,System
ORD-10407,Bonitätsprüfung automatisch,2025-09-06 18:08:00,System
ORD-10407,Bonitätsprüfung manuell,2025-09-07 15:08:00,Mitarbeiter_FiBu
ORD-10407,Bestellung freigegeben,2025-09-07 15:28:00,Mitarbeiter_FiBu
ORD-10407,Übermittlung an Lager,2025-09-07 16:23:00,System Interface
ORD-10408,Bestellung eingegangen,2025-10-23 15:51:00,System
ORD-10408,Bonitätsprüfung automatisch,2025-10-23 15:54:00,System
ORD-10408,Übermittlung an Lager,2025-10-23 16:34:00,System Interface
ORD-10409,Bestellung eingegangen,2025-09-08 18:31:00,System
ORD-10409,Bonitätsprüfung automatisch,2025-09-08 18:41:00,System
ORD-10409,Übermittlung an Lager,2025-09-08 19:25:00,System Interface
ORD-10410,Bestellung eingegangen,2025-10-12 09:12:00,System
ORD-10410,Bonitätsprüfung automatisch,2025-10-12 09:22:00,System
ORD-10410,Übermittlung an Lager,2025-10-12 09:56:00,System Interface
ORD-10411,Bestellung eingegangen,2025-09-26 18:03:00,System
ORD-10411,Bonitätsprüfung automatisch,2025-09-26 18:09:00,System
ORD-10411,Übermittlung an Lager,2025-09-26 18:39:00,System Interface
ORD-10412,Bestellung eingegangen,2025-10-18 10:00:00,System
ORD-10412,Bonitätsprüfung automatisch,2025-10-18 10:10:00,System
ORD-10412,Übermittlung an Lager,2025-10-18 11:09:00,System Interface
ORD-10413,Bestellung eingegangen,2025-09-14 17:12:00,System
ORD-10413,Bonitätsprüfung automatisch,2025-09-14 17:16:00,System
ORD-10413,Bonitätsprüfung manuell,2025-09-15 01:16:00,Mitarbeiter_FiBu
ORD-10413,Bestellung freigegeben,2025-09-15 01:37:00,Mitarbeiter_FiBu
ORD-10413,Übermittlung an Lager,2025-09-15 01:43:00,System Interface
ORD-10414,Bestellung eingegangen,2025-09-13 16:57:00,System
ORD-10414,Bonitätsprüfung automatisch,2025-09-13 17:01:00,System
ORD-10414,Übermittlung an Lager,2025-09-13 17:14:00,System Interface
ORD-10415,Bestellung eingegangen,2025-09-26 15:43:00,System
ORD-10415,Bonitätsprüfung automatisch,2025-09-26 15:52:00,System
ORD-10415,Übermittlung an Lager,2025-09-26 16:28:00,System Interface
ORD-10416,Bestellung eingegangen,2025-09-03 08:03:00,System
ORD-10416,Bonitätsprüfung automatisch,2025-09-03 08:06:00,System
ORD-10416,Übermittlung an Lager,2025-09-03 08:42:00,System Interface
ORD-10417,Bestellung eingegangen,2025-09-09 09:56:00,System
ORD-10417,Bonitätsprüfung automatisch,2025-09-09 10:04:00,System
ORD-10417,Übermittlung an Lager,2025-09-09 10:20:00,System Interface
ORD-10418,Bestellung eingegangen,2025-10-21 13:06:00,System
ORD-10418,Bonitätsprüfung automatisch,2025-10-21 13:08:00,System
ORD-10418,Übermittlung an Lager,2025-10-21 13:59:00,System Interface
ORD-10419,Bestellung eingegangen,2025-09-18 15:58:00,System
ORD-10419,Bonitätsprüfung automatisch,2025-09-18 16:08:00,System
ORD-10419,Übermittlung an Lager,2025-09-18 17:01:00,System Interface
ORD-10420,Bestellung eingegangen,2025-09-29 13:07:00,System
ORD-10420,Bonitätsprüfung automatisch,2025-09-29 13:08:00,System
ORD-10420,Übermittlung an Lager,2025-09-29 13:22:00,System Interface
ORD-10421,Bestellung eingegangen,2025-09-03 14:40:00,System
ORD-10421,Bonitätsprüfung automatisch,2025-09-03 14:44:00,System
ORD-10421,Übermittlung an Lager,2025-09-03 15:42:00,System Interface
ORD-10422,Bestellung eingegangen,2025-09-30 10:04:00,System
ORD-10422,Bonitätsprüfung automatisch,2025-09-30 10:11:00,System
ORD-10422,Übermittlung an Lager,2025-09-30 11:06:00,System Interface
ORD-10423,Bestellung eingegangen,2025-10-24 13:21:00,System
ORD-10423,Bonitätsprüfung automatisch,2025-10-24 13:28:00,System
ORD-10423,Übermittlung an Lager,2025-10-24 14:22:00,System Interface
ORD-10424,Bestellung eingegangen,2025-10-01 15:15:00,System
ORD-10424,Bonitätsprüfung automatisch,2025-10-01 15:16:00,System
ORD-10424,Übermittlung an Lager,2025-10-01 16:05:00,System Interface
ORD-10425,Bestellung eingegangen,2025-10-10 14:00:00,System
ORD-10425,Bonitätsprüfung automatisch,2025-10-10 14:08:00,System
ORD-10425,Übermittlung an Lager,2025-10-10 14:28:00,System Interface
ORD-10426,Bestellung eingegangen,2025-09-01 08:30:00,System
ORD-10426,Bonitätsprüfung automatisch,2025-09-01 08:39:00,System
ORD-10426,Übermittlung an Lager,2025-09-01 09:12:00,System Interface
ORD-10427,Bestellung eingegangen,2025-09-01 13:30:00,System
ORD-10427,Bonitätsprüfung automatisch,2025-09-01 13:34:00,System
ORD-10427,Übermittlung an Lager,2025-09-01 14:16:00,System Interface
ORD-10428,Bestellung eingegangen,2025-10-11 15:39:00,System
ORD-10428,Bonitätsprüfung automatisch,2025-10-11 15:41:00,System
ORD-10428,Übermittlung an Lager,2025-10-11 16:10:00,System Interface
ORD-10429,Bestellung eingegangen,2025-10-28 16:33:00,System
ORD-10429,Bonitätsprüfung automatisch,2025-10-28 16:43:00,System
ORD-10429,Bonitätsprüfung manuell,2025-10-29 07:43:00,Mitarbeiter_FiBu
ORD-10429,Bestellung freigegeben,2025-10-29 08:00:00,Mitarbeiter_FiBu
ORD-10429,Übermittlung an Lager,2025-10-29 08:21:00,System Interface
ORD-10430,Bestellung eingegangen,2025-09-10 13:14:00,System
ORD-10430,Bonitätsprüfung automatisch,2025-09-10 13:16:00,System
ORD-10430,Übermittlung an Lager,2025-09-10 13:55:00,System Interface
ORD-10431,Bestellung eingegangen,2025-09-24 13:45:00,System
ORD-10431,Bonitätsprüfung automatisch,2025-09-24 13:50:00,System
ORD-10431,Übermittlung an Lager,2025-09-24 14:02:00,System Interface
ORD-10432,Bestellung eingegangen,2025-10-30 16:30:00,System
ORD-10432,Bonitätsprüfung automatisch,2025-10-30 16:32:00,System
ORD-10432,Übermittlung an Lager,2025-10-30 17:08:00,System Interface
ORD-10433,Bestellung eingegangen,2025-10-06 09:08:00,System
ORD-10433,Bonitätsprüfung automatisch,2025-10-06 09:11:00,System
ORD-10433,Übermittlung an Lager,2025-10-06 09:56:00,System Interface
ORD-10434,Bestellung eingegangen,2025-09-05 14:15:00,System
ORD-10434,Bonitätsprüfung automatisch,2025-09-05 14:18:00,System
ORD-10434,Übermittlung an Lager,2025-09-05 14:30:00,System Interface
ORD-10435,Bestellung eingegangen,2025-09-14 08:08:00,System
ORD-10435,Bonitätsprüfung automatisch,2025-09-14 08:17:00,System
ORD-10435,Übermittlung an Lager,2025-09-14 08:56:00,System Interface
ORD-10436,Bestellung eingegangen,2025-09-06 16:38:00,System
ORD-10436,Bonitätsprüfung automatisch,2025-09-06 16:41:00,System
ORD-10436,Übermittlung an Lager,2025-09-06 17:27:00,System Interface
ORD-10437,Bestellung eingegangen,2025-10-04 10:19:00,System
ORD-10437,Bonitätsprüfung automatisch,2025-10-04 10:23:00,System
ORD-10437,Übermittlung an Lager,2025-10-04 11:13:00,System Interface
ORD-10438,Bestellung eingegangen,2025-10-20 09:11:00,System
ORD-10438,Bonitätsprüfung automatisch,2025-10-20 09:18:00,System
ORD-10438,Übermittlung an Lager,2025-10-20 10:01:00,System Interface
ORD-10439,Bestellung eingegangen,2025-10-26 18:58:00,System
ORD-10439,Bonitätsprüfung automatisch,2025-10-26 19:05:00,System
ORD-10439,Übermittlung an Lager,2025-10-26 19:54:00,System Interface
ORD-10440,Bestellung eingegangen,2025-10-04 13:13:00,System
ORD-10440,Bonitätsprüfung automatisch,2025-10-04 13:15:00,System
ORD-10440,Bonitätsprüfung manuell,2025-10-04 22:15:00,Mitarbeiter_FiBu
ORD-10440,Bestellung freigegeben,2025-10-04 22:44:00,Mitarbeiter_FiBu
ORD-10440,Übermittlung an Lager,2025-10-04 23:05:00,System Interface
ORD-10441,Bestellung eingegangen,2025-10-22 16:11:00,System
ORD-10441,Bonitätsprüfung automatisch,2025-10-22 16:17:00,System
ORD-10441,Übermittlung an Lager,2025-10-22 16:26:00,System Interface
ORD-10442,Bestellung eingegangen,2025-10-30 16:14:00,System
ORD-10442,Bonitätsprüfung automatisch,2025-10-30 16:21:00,System
ORD-10442,Übermittlung an Lager,2025-10-30 17:07:00,System Interface
ORD-10443,Bestellung eingegangen,2025-10-02 16:44:00,System
ORD-10443,Bonitätsprüfung automatisch,2025-10-02 16:49:00,System
ORD-10443,Übermittlung an Lager,2025-10-02 17:16:00,System Interface
ORD-10444,Bestellung eingegangen,2025-09-27 17:46:00,System
ORD-10444,Bonitätsprüfung automatisch,2025-09-27 17:47:00,System
ORD-10444,Übermittlung an Lager,2025-09-27 18:09:00,System Interface
ORD-10445,Bestellung eingegangen,2025-10-18 10:26:00,System
ORD-10445,Bonitätsprüfung automatisch,2025-10-18 10:33:00,System
ORD-10445,Übermittlung an Lager,2025-10-18 10:57:00,System Interface
ORD-10446,Bestellung eingegangen,2025-10-13 12:49:00,System
ORD-10446,Bonitätsprüfung automatisch,2025-10-13 12:57:00,System
ORD-10446,Übermittlung an Lager,2025-10-13 13:06:00,System Interface
ORD-10447,Bestellung eingegangen,2025-09-13 08:27:00,System
ORD-10447,Bonitätsprüfung automatisch,2025-09-13 08:32:00,System
ORD-10447,Bonitätsprüfung manuell,2025-09-14 03:32:00,Mitarbeiter_FiBu
ORD-10447,Bestellung freigegeben,2025-09-14 03:50:00,Mitarbeiter_FiBu
ORD-10447,Übermittlung an Lager,2025-09-14 04:27:00,System Interface
ORD-10448,Bestellung eingegangen,2025-10-17 11:02:00,System
ORD-10448,Bonitätsprüfung automatisch,2025-10-17 11:10:00,System
ORD-10448,Übermittlung an Lager,2025-10-17 11:16:00,System Interface
ORD-10449,Bestellung eingegangen,2025-09-02 14:12:00,System
ORD-10449,Bonitätsprüfung automatisch,2025-09-02 14:20:00,System
ORD-10449,Übermittlung an Lager,2025-09-02 14:30:00,System Interface
ORD-10450,Bestellung eingegangen,2025-10-05 13:30:00,System
ORD-10450,Bonitätsprüfung automatisch,2025-10-05 13:39:00,System
ORD-10450,Übermittlung an Lager,2025-10-05 14:22:00,System Interface
ORD-10451,Bestellung eingegangen,2025-09-16 16:35:00,System
ORD-10451,Bonitätsprüfung automatisch,2025-09-16 16:45:00,System
ORD-10451,Übermittlung an Lager,2025-09-16 17:26:00,System Interface
ORD-10452,Bestellung eingegangen,2025-09-30 12:35:00,System
ORD-10452,Bonitätsprüfung automatisch,2025-09-30 12:39:00,System
ORD-10452,Übermittlung an Lager,2025-09-30 13:06:00,System Interface
ORD-10453,Bestellung eingegangen,2025-09-21 10:35:00,System
ORD-10453,Bonitätsprüfung automatisch,2025-09-21 10:42:00,System
ORD-10453,Bonitätsprüfung manuell,2025-09-21 15:42:00,Mitarbeiter_FiBu
ORD-10453,Bestellung freigegeben,2025-09-21 16:04:00,Mitarbeiter_FiBu
ORD-10453,Übermittlung an Lager,2025-09-21 16:45:00,System Interface
ORD-10454,Bestellung eingegangen,2025-10-21 09:50:00,System
ORD-10454,Bonitätsprüfung automatisch,2025-10-21 09:55:00,System
ORD-10454,Übermittlung an Lager,2025-10-21 10:03:00,System Interface
ORD-10455,Bestellung eingegangen,2025-10-13 10:45:00,System
ORD-10455,Bonitätsprüfung automatisch,2025-10-13 10:48:00,System
ORD-10455,Übermittlung an Lager,2025-10-13 11:02:00,System Interface
ORD-10456,Bestellung eingegangen,2025-09-20 18:23:00,System
ORD-10456,Bonitätsprüfung automatisch,2025-09-20 18:29:00,System
ORD-10456,Übermittlung an Lager,2025-09-20 18:41:00,System Interface
ORD-10457,Bestellung eingegangen,2025-10-23 11:51:00,System
ORD-10457,Bonitätsprüfung automatisch,2025-10-23 11:53:00,System
ORD-10457,Bonitätsprüfung manuell,2025-10-23 15:53:00,Mitarbeiter_FiBu
ORD-10457,Bestellung freigegeben,2025-10-23 16:17:00,Mitarbeiter_FiBu
ORD-10457,Übermittlung an Lager,2025-10-23 17:12:00,System Interface
ORD-10458,Bestellung eingegangen,2025-09-13 18:04:00,System
ORD-10458,Bonitätsprüfung automatisch,2025-09-13 18:07:00,System
ORD-10458,Übermittlung an Lager,2025-09-13 18:59:00,System Interface
ORD-10459,Bestellung eingegangen,2025-10-04 09:11:00,System
ORD-10459,Bonitätsprüfung automatisch,2025-10-04 09:16:00,System
ORD-10459,Übermittlung an Lager,2025-10-04 09:50:00,System Interface
ORD-10460,Bestellung eingegangen,2025-09-13 09:45:00,System
ORD-10460,Bonitätsprüfung automatisch,2025-09-13 09:47:00,System
ORD-10460,Übermittlung an Lager,2025-09-13 10:29:00,System Interface
ORD-10461,Bestellung eingegangen,2025-10-29 14:28:00,System
ORD-10461,Bonitätsprüfung automatisch,2025-10-29 14:33:00,System
ORD-10461,Übermittlung an Lager,2025-10-29 15:05:00,System Interface
ORD-10462,Bestellung eingegangen,2025-09-15 18:57:00,System
ORD-10462,Bonitätsprüfung automatisch,2025-09-15 18:58:00,System
ORD-10462,Übermittlung an Lager,2025-09-15 19:11:00,System Interface
ORD-10463,Bestellung eingegangen,2025-10-28 16:43:00,System
ORD-10463,Bonitätsprüfung automatisch,2025-10-28 16:44:00,System
ORD-10463,Bonitätsprüfung manuell,2025-10-28 22:44:00,Mitarbeiter_FiBu
ORD-10463,Bestellung freigegeben,2025-10-28 23:02:00,Mitarbeiter_FiBu
ORD-10463,Übermittlung an Lager,2025-10-28 23:32:00,System Interface
ORD-10464,Bestellung eingegangen,2025-10-10 15:07:00,System
ORD-10464,Bonitätsprüfung automatisch,2025-10-10 15:10:00,System
ORD-10464,Übermittlung an Lager,2025-10-10 15:39:00,System Interface
ORD-10465,Bestellung eingegangen,2025-09-04 16:16:00,System
ORD-10465,Bonitätsprüfung automatisch,2025-09-04 16:24:00,System
ORD-10465,Übermittlung an Lager,2025-09-04 17:05:00,System Interface
ORD-10466,Bestellung eingegangen,2025-09-30 10:33:00,System
ORD-10466,Bonitätsprüfung automatisch,2025-09-30 10:42:00,System
ORD-10466,Übermittlung an Lager,2025-09-30 11:21:00,System Interface
